company,gross
Bleecker Street,189269828
Injo Films Limited,188744961
HuangBo Studio,188744961
Kanzaman Prods,188470476
2AM,188388227
Worldview Entertainment,188201179
Interscope Communications,187817796
My Pictures Studio,187764557
Catfish,187707495
Lion Brand Film,187433328
Parallel Zide,187384627
Argent Pictures,187051666
Film Victoria,186990508
Taihe Films Investment Co. Ltd.,186943005
Red Om Films,186248668
Signature Pictures,186000005
Scion Films,185973489
Street Entertainment,185840555
Gloria Sanchez,185792029
Franklin Entertainment,185597129
Entertainment Universe,185580123
Hero Films Co Ltd,185427900
Sublime Media Group,185427900
Guangdong,185427900
Extension 765,184991844
Edward R. Pressman,184815087
Ley Line,184652457
Cristal Pictures,183415183
CG Films,183415183
Alberto Grimaldi,183124621
Vinod Chopra Films,182682347
Impact Partners,182206589
Tuff Going Productions,182134923
Platinum Studios,182132049
Birch Hill Road Entertainment,181805645
Endeavor Content,181550719
Producers Sales Organization,181454405
Jinks/Cohen Company,181279751
Flower Film,181053657
Odenkirk-Provissiero,180925838
K/O Productions,180585259
Bill Block Media,180485601
WWE Studios,180411057
Nickelodeon Animation,180329865
ARD/Degeto,180216364
Berg Mandel,180148897
Rajkumar Hirani Films,179278446
Sierra Films,178810973
Silvertongue Films,178488333
JK Film,178304938
Square Peg,177717030
Rickshaw,177605922
Boies/Schiller,177520037
Stephen J. Cannell,177241171
Top Cow,177241171
Pam Williams Productions,177025498
Salamander Pictures,177025498
Goalpost Pictures,176989211
Brillstein Entertianment Partners,176910072
Calamity Films,176205158
Chockstone Pictures,176188610
Digital Domain,175885849
Little Blair Productions,175507800
Reiner Greisman,174807445
Stuber-Parent,174009637
Talisman,173962590
Carousel Films,173886583
Frenesy Film,173716699
Goldman Pictures,173613482
China Culture Industrial Investment Fund,173589308
David T. Friendly,173559438
SpringHill Entertainment,172986979
Beijing Sparkle Roll Media Corporation,172663327
Creative Wealth Media Finance,172374879
Lightworkers Media,171878760
Iron Horse,171537393
Wild Atlantic Pictures,171472570
Fifth Season,171279585
Dorothy McKim,170552719
Jolie Pas,170522319
Cine Bazar,170128757
Largo Entertainment,169869111
Tianjin Golden Fox Culture,169842267
W9,169765424
Stone Quarry,169601036
Classico Productions,168841459
Atlas Productions,168841459
Salman Khan Films,168456030
Robert Kulzer,167849187
Le Pacte,167833357
JVC Entertainment,167832262
Bill Mechanic,167222848
Deep River Films,167087204
DW Studios,166842739
Fosun Pictures,166598362
Madhouse Entertainment,166324084
Apipoulai Productions,166070125
Prospect Park,165720921
"Deep Blue, Ltd.",165048228
Act III Productions,164810210
CNC,164774991
David Hoberman,164675402
Lynch Siderow Productions Inc,164561024
Groundswell Productions,164247883
This is That,163941696
Apple Film,163637486
Michael Shamberg,163295654
Stacey Sher,163295654
FilmFour,162821710
Jouror Productions,162651057
Quadrant Pictures,162641381
Afterworks Limited,162498338
Pontchartrain,162051975
Two Grown Men Productions,161912389
Many Rivers,161820549
Fragile Films,161513958
Number 9 Films,161423129
3Pas Studios,160866995
Nexus Factory,160569774
Venus Castina Productions,160163197
Taliafilm Productions,160000000
Emperor Motion Picture,159704876
Odyssey Entertainment,159631995
Linson Films,159360536
National Geographic Entertainment,159112533
China ChenXiang,158671350
Tao Tickets,158671350
Cantillon Company,158582180
Cinergi Pictures Entertainment,158551497
Centre National du Cinema et de L Image Animee,158543805
Pathe Production,158443482
VR Mumble 2 Productions Pty Ltd.,157956462
Don Simpson and Jerry Bruckheimer,157670733
CAA Media Finance,157667400
View Askew,157457733
Starbright Communications Limited,157300954
Dreams Salon Entertainment Culture,157300954
Myriad Pictures,156569256
Macro Media,156542171
Prana Studios,156399644
Nervous Tick,155988526
uFilm,155612558
Boy of the Year,155564919
Topic,155047418
Shaw Brothers Pictures,154593191
Arte,153878595
Trilogy Entertainment Group,153568095
Raimi Productions,153544488
Anthony Bregman,153404757
Kendrick Brothers Productions,153187919
Vanguard Animation,153079762
Film 360,152192199
Rocklin/Faust,152180604
One Cool Film,152104111
Starlight Media,152103570
FilmColony,152018005
UTV Motion Pictures,151862885
DY Media Partners,151496097
Mitsubishi,151496097
Aquarius Films,151076098
The Film Department,151034676
DVV Entertainment,150511517
Figment Films,150414919
Entertainment/Single Berry,149804632
Finola Dwyer Productions,149576146
Allspark Pictures,149563531
Pathe of a Cloud Eight,149482221
Grey Matter,149368835
Fox International Productions,149158426
Sunstar Entertianment,149117900
Larger Than Life,148715342
Embankment Films,148172569
Toma 78,148095566
De Milo,148095566
Perfect Village Entertainment,148054763
Robert Fox,147608879
Scope Pictures,147464971
Irresistible Alpha,147422486
Pacific Renaissance,147256372
Light Chaser Animation Studios,147012336
Gosh Film Co.,146486639
Beijing Libido Movie and Culture Media Co.,146486639
Route One,145992932
Zhejiang Nanpai Pictures,145974597
Cave 76,145965533
TSL Entertainment,145951861
Friendly Films,145329042
Reel FX,144540173
Monumental Pictures,144531723
3000 Pictures,144353965
Hello Sunshine,144353965
Imagine Films,144163855
MBST Entertainment,143501434
Prelude Pictures,143458622
Medienboard Berlin-Brandenburg,143187027
Reel FX Animation Studios,143017671
Babelsberg Film,142935253
Templeton Media,142512489
M6,142303484
Kadokawa Pictures,142294278
Elemental Films,142255985
Rob Reiner,141968896
"Gothica Productions, Inc.",141484812
Robert Zemeckis,141267370
Lucas Film LTD,140561355
Coppola Company,140557835
Veritas Entertainment Group,140427693
NEF Productions,139877913
Causeway Films,139871020
Timnick Film,138993470
Badham/Cohen,138697012
Lantern Entertainment,138688195
Le Petit Reine,138525550
Wildwood Enterprises,138362846
Bad Feeling,138024364
Hal Lieberman Company,137984788
Lauren Levine,137984788
Oak Productions Inc,137732842
Imagi Studios,137732261
Jim Lemley,137489730
Steve Roth Productions,137298489
Biscayne Pictures,137298172
MAPPA,137135660
CL Cinema Line Films Corporation,136998907
Luke Greenfield,136890774
Technical Black,136771683
BOOM! Studios,136462695
Irwin Allen Productions,136047317
Ealing Studios,136042066
BBC Earth Films,135902981
ZDF,135492011
Kate Street Picture Company,135396970
Baby Cow,135318392
Creative Scotland,134789099
RadicalMedia,134788268
Mark Boal,134612435
Insurge Pictures,134459929
Isle of Man Film,134201420
Jaffe Lansing,133892212
Michael Douglas,133892212
Trademark Films,133854057
Avenue Pictures Productions,133817750
Taylor-Baldecchi-Wimmer,133782481
Recorded Picture Company,133603721
Big Stone Pictures,133450917
Offscreen,133347147
Motel Movies,133077484
Nordisk Film,133074602
Oasis Ventures Entertainment Ltd.,132493015
"International Media Co., Ltd",132455593
EMI Films,132423676
Fireworks Pictures,132176031
Qwerty Films,132148700
Una Produccion De Zeta Film,132121212
Central Films,132121212
Goldmann Pictures,132055542
Oddfellows Entertainment,131868399
AEG Live,131734564
Barry Mendel,131595529
Easy There Tiger,131518586
Amy Robinson,131516178
Applecross,131445884
Scooter Braun Films,131260906
Main Journey,131245191
Zhejian Minong Film and Television,131202537
Beijing Tianhuajunze Capital Management,131202537
Dasym Media,131202537
China Guangxi Television,131202537
Talent Intl Film,131202537
Beijing Going Zoom Media,131024600
Marc Canton,130818912
Redpeter Film,130707788
Cloud Atlas X-Filme Creative Pool Anarchos,130673154
A Company,130673154
UTA Independent Film Group,130435531
Avis-Davis,130402010
Hughes Entertainment,130395583
Scarlet Films,130295925
Rainmaker Entertainment,130113061
Broadway Video,129932517
Outerbanks Entertainment,129820869
AI Film,129514124
La Classe Americaine,129452004
Ladd Company,129277846
Ink Factory,129158331
Casey Silver,129059885
Defender Films,128770586
Astral Media,128628545
RTBF,128550106
Taleswapper,127983283
National Film Development Corporation of India,127767889
International Film Investors,127767889
Indo-British Films,127767889
BrooksFilms Limited,127587213
Gambit Pictures,126931325
Electric Shepherd,126931325
Providence Film Partners,126925685
Tencent Penguin Pictures Co Ltd,126899450
Shanghai Ruyi Entertainment,126787360
Gary Lucchesi,126571859
Vyjayanthi Movies,126173723
Liddell Entertainment,125878158
Protagonist Pictures,125673816
BlackFriar's Bridge,125662188
Range,125576064
Movistar Plus,125460328
Traffic,125411316
Fox Atomic,124759224
Big Ed Picture Company,124715863
Liberty Pictures Inc.,124514011
Greenlight Media,124511787
Nadiadwala Grandson Entertainment,123745638
Face Productions,123742646
Evergreen Studios,123705128
MK2,123609119
Emile Gladstone,123233739
Alloy Entertainment,123153785
Kabir Khan Films,122825618
Merchant Ivory Productions,122734057
Korea Venture Investment Corp.,122529966
Sports and Tourism of the Republic of Korea,122529966
Redrover,122529966
Ministry of Culture,122529966
Korean Small and Medium Business Administration,122529966
Sparkle Roll Culture & Entertainment Development LTD.,122519874
Home Media and Entertainment Fund,122519874
China Film & TV Capital Alibaba Co. LTD.,122519874
Yu Le Bao,122519874
J.K. Livin Productions,121645390
Baldwin Entertainment Group,121645390
Radio-Canada Television,121608901
Michael White Productions,121575712
June Pictures,121441547
Moho Films,121396996
"Icon Distribution, Inc.",121032272
TFI Films,120292587
IEG Virtual Studios,120189633
KDDI Corporation,120155441
Melvin Simon Productions,119492484
Millennium Entertainment,119438225
Nitrogen Studios Canada,119383236
Shoebox Films,119234836
BBC Worldwide,119140537
GAGA Corporation,119054741
Weimaraner Republic Pictures,118763442
"Dinglongda International Culture Media Co., Ltd.",118528842
Ningxia Film Studio,118528842
DEJ Productions,118473876
Nicholas Sparks Productions,118375427
Kintop Pictures,117862474
PlayStation Productions,117862107
Loull Productions,117591252
ON Animation Studios,117569242
Faithstep Films,117507033
Samuels Media,117476801
Ascendant Pictures,117186988
Shanghai Tencent Pictures Cultural Diffusion Company,117037703
Erwin Brothers Entertainment,116891209
Screen NSW,116814990
Flashpoint Entertainment,116809717
BBC Natural History Unit,116773317
Cohen Media Group,116157608
Raw Nerve,115847519
Codeblack Films,115340535
Birdie,115150424
Midnight Radio Productions,115103325
El Corazon Producciones,115078260
Film Colony,115036108
Essential Media and Entertainment,114962525
Universal Pictures International,114836947
Make Movies,114834312
Gordon Company,114750553
Red Chillies Entertainment,114707865
Wheelhouse Entertainment,114662925
Caramel Film,114622770
UFund,114606366
Walter Parkes,114603872
Screen Queensland,114595208
Polish Film Institute,114360905
Beck,114335869
Woods,114335869
Clinica Estetico,114326785
Metrol Technology,114199450
Potboiler Productions,114110708
Parabolic Pictures,113671730
Stable Way Entertainment,113525401
IPC Films,113518532
The Solution Entertainment Group,113320842
8:38 Productions,113310547
Nelson Entertainment,113153410
Endeavor Films,113105138
CD2 Pictures,113026383
Studio Chizu,112974694
Neunte Babelsberg Films GmbH,112964875
Matinee Pictures,112798051
Hard Eight Pictures,112798051
SKA Films,112592703
Lucky Red,112475283
Grosvenor Park,112459307
Stone Village,112291597
Capcom,112108887
Carlo Ponti Production,112101408
Silver Screen Partners III,111594769
Howard W. Koch,111419401
Piki Films,111345473
Gold Circle Entertainment,111217207
Transfilm Intl.,111168928
SF Studios,111101930
Revelations Entertainment,110759337
Legende Enterprises,110429683
Kingsgate Films,110425583
Cappa,110400000
Syalis D.A.,110400000
De Fina,110400000
Guy Ritchie,110045109
Kudos Films,109817071
Detour Filmproduction,109736184
Stonebridge Entertainment,109594672
Production I.G,109579460
MWM Studios,109524366
Bellevue Productions,109492484
Jerico,109414165
Mandarin Cinema,109053038
Prescience,108826614
Artistic License Films,108688175
Paul Schiff Productions,108601430
Constantin Film International,108469033
Sunny March,108436495
Zucker Pictures,108400128
The Cannon Group,107948519
Quinta Communications,107835571
Stars Road Entertainment,107815064
Bend It Films,107644686
Licht/Mueller Film Corp.,107392882
Mission Pictures International,107380714
Everest Entertainment,107354732
David Foster,107197607
New Deal,107190108
Battle Mountain Films,107024978
Wildgaze Films,106841270
Unique Features,106734016
Umedia,106620615
The Zanuck Company,106593296
Picturestart,105996201
Sine Qua Non,105953632
Harbour Pictures,105788705
Trancas International Films,105400796
Kia Jam Productions,105360731
Daniel Bobker,105299638
BA Entertainment,105176931
Phase 1 Productions,105159085
BillBlock Media,105078449
nWave Pictures,105028975
Kalola Productions,104942695
Heart Changes,104942695
Rolling Hills,104793708
Hivemind,104793708
Homeland Pictures Limited,104529486
Irresistible Films Productions Limited,104529486
Edko Beijing Films,104529486
Irresistible Beta Limited,104529486
Training Day Productions,104505352
Epsilon Motion Pictures,104488383
Pacific Standard,104466687
SVT,104383906
Pole Star Limited,104364755
Hobby Films,104364755
Raffaella De Laurentiis,104364680
Bad Dreams,104272136
Hammerstone Studios,104249671
Caro-McLeod,104102747
Kevin McCormick,104100903
TreeHouse Pictures,103702960
Baby Way,103242494
House Productions,103100103
Straight Up Films,103057546
O Entertainment,102992536
Panther Films,102512802
Union Investment Partners,102470963
Aperture Media Partners,102325559
Via Digital,102273736
Hunan Mango Entertainment,101822673
Shan Dong Satellite TV Media Co.,101822673
Nextainment Pictures,101822673
Prototype,101759490
Cofinova 6,101709417
Bob Yari Productions,101379979
Hannah Weinstein,101300000
ApolloProscreen,101237496
Bulls Eye Entertainment,101173038
